# Mon Feb 17 05:22:04 2014
#  1: Update
#  2: Unique Phenotypes (by task done)
#  3: Shannon Diversity of Phenotypes (by task done)
#  4: Unique Phenotypes (by task count)
#  5: Average Phenotype Shannon Diversity (by task count)
#  6: Average Task Diversity (number of different tasks)

0 1 0 1 0 0 
1000 1 0 1 0 0 
2000 2 0.78484 2 0 0.766046 
3000 7 2.09744 7 0.280712 1.22735 
4000 12 0.414201 12 0.959066 1.94165 
5000 14 1.39715 14 1.22731 2.4005 
6000 11 0.552297 11 1.48322 2.83912 
7000 8 0.576073 8 1.47245 2.82389 
8000 11 0.555625 11 1.49011 2.849 
9000 9 0.486702 9 1.49701 2.85968 
10000 10 0.566945 10 1.9085 3.83639 
11000 13 0.56181 13 1.90728 3.8375 
12000 11 0.555987 11 1.90572 3.83607 
13000 17 1.0864 17 2.1738 4.66444 
14000 18 0.768779 18 2.20375 4.76042 
15000 21 0.721876 21 2.20335 4.75973 
16000 20 0.700171 20 2.20696 4.76808 
17000 18 0.686387 18 2.20452 4.76299 
18000 19 0.711732 19 2.20063 4.75799 
19000 20 0.646937 20 2.20461 4.76613 
20000 15 0.636578 15 2.21944 4.79078 
21000 18 0.724926 18 2.20105 4.75515 
22000 20 0.713268 20 2.19107 4.74062 
23000 16 0.728827 16 2.19501 4.74005 
24000 19 0.746728 19 2.19627 4.74326 
25000 18 0.675166 18 2.20725 4.76639 
26000 19 0.748424 19 2.19582 4.74514 
27000 18 0.71957 18 2.19275 4.74069 
28000 25 1.65784 25 2.3643 5.34825 
29000 25 1.08959 25 2.45227 5.66055 
30000 26 1.11711 26 2.4697 5.69443 
31000 29 1.17443 29 2.45488 5.66527 
32000 31 1.19789 31 2.45181 5.65748 
33000 25 1.10699 25 2.46426 5.69077 
34000 23 0.960324 23 2.46246 5.69068 
35000 24 0.962315 24 2.46594 5.69451 
36000 30 0.950882 30 2.46744 5.70459 
37000 23 0.862217 23 2.46751 5.70312 
38000 23 0.867549 23 2.45769 5.68799 
39000 25 0.837388 25 2.4571 5.69077 
40000 28 0.916502 28 2.45581 5.67677 
41000 23 0.851976 23 2.45298 5.6791 
42000 25 0.891883 25 2.4586 5.68355 
43000 29 0.84568 29 2.44953 5.67177 
44000 36 1.46881 36 2.65698 6.51739 
45000 36 1.02934 36 2.6698 6.6064 
46000 44 1.10775 44 2.66638 6.59538 
47000 36 0.986768 36 2.69336 6.65999 
48000 39 0.948191 39 2.69685 6.67298 
49000 41 1.04729 41 2.68661 6.64145 
50000 36 1.02477 36 2.68367 6.63338 
51000 33 0.9153 33 2.69374 6.67028 
52000 34 0.964355 34 2.68967 6.65618 
53000 36 0.962614 36 2.69074 6.65693 
54000 33 0.954244 33 2.68628 6.65125 
55000 35 0.944336 35 2.69029 6.65582 
56000 39 0.949215 39 2.69235 6.66407 
57000 34 0.888962 34 2.70533 6.69608 
58000 42 0.973532 42 2.68345 6.64745 
59000 32 0.909575 32 2.69917 6.67854 
60000 38 0.977203 38 2.68797 6.65182 
61000 36 0.986282 36 2.69043 6.65249 
62000 39 0.929169 39 2.70716 6.69466 
63000 36 0.959462 36 2.68948 6.65043 
64000 31 0.949808 31 2.70089 6.67659 
65000 35 0.904656 35 2.70432 6.69861 
66000 37 0.824321 37 2.70397 6.70312 
67000 37 0.947606 37 2.69519 6.66528 
68000 34 0.915083 34 2.6904 6.66231 
69000 34 0.983394 34 2.68254 6.63464 
70000 40 0.977836 40 2.6878 6.64542 
71000 40 0.955919 40 2.69551 6.66695 
72000 36 0.922463 36 2.69753 6.67549 
73000 41 0.955938 41 2.69356 6.66333 
74000 29 0.929256 29 2.69668 6.67316 
75000 33 0.944167 33 2.68181 6.64087 
76000 35 0.92582 35 2.69646 6.67075 
77000 34 0.903118 34 2.70464 6.68938 
78000 37 0.901498 37 2.69763 6.68217 
79000 37 0.976667 37 2.69263 6.66222 
80000 32 0.898896 32 2.6995 6.68559 
81000 41 1.01284 41 2.69566 6.65803 
82000 32 0.850979 32 2.70155 6.69179 
83000 37 0.930711 37 2.71125 6.69978 
84000 33 0.885142 33 2.70058 6.688 
85000 36 1.03571 36 2.68196 6.62959 
86000 33 0.946161 33 2.68298 6.64357 
87000 37 1.02002 37 2.68097 6.6249 
88000 33 0.846759 33 2.70315 6.69699 
89000 33 0.796531 33 2.71253 6.72092 
90000 36 0.926918 36 2.68822 6.66008 
91000 35 0.872282 35 2.70492 6.69797 
92000 37 1.02839 37 2.68977 6.64781 
93000 34 0.947575 34 2.68464 6.64652 
94000 40 0.967188 40 2.69131 6.66156 
95000 33 0.871869 33 2.69908 6.68736 
96000 36 0.939897 36 2.69327 6.66249 
97000 34 0.986935 34 2.68922 6.64717 
98000 38 1.0253 38 2.68564 6.63763 
99000 35 0.888586 35 2.70082 6.6855 
100000 31 0.93863 31 2.69776 6.67029 
